Pathway,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
cAMP signaling pathway,0.066246465,0.1028813,0.034823135,0.35922232,0.012556191,-0.021869443,-0.09216335,0.54671836,-0.5173111,-0.06219092,0.6106502,-0.0950571,-0.097742245,-0.1276143,-0.44429633,-0.04083213,-0.09009443,-0.12891698,0.42593512,0.3043087,0.44218057,0.49300128,-0.45686024,-0.22165895,0.062616326,0.12088039,-0.41987246,0.13502043,-0.08833189,-0.31835246,0.4829652,0.34253347,-0.12221323,-0.16843258,-0.27785406,0.11014435,0.69942296,-0.3044423,0.6455779,0.17088538,-0.01942527,-0.32467502,0.10166573,0.15953727,-0.17109977,-0.011582827,0.25004637,0.23309283,-0.07409941,0.15559635,0.73765063,-0.030365393,0.41387203,0.110343866,0.3290356,-0.4340705,0.2394463,-0.44934595,-0.05048681,0.03535209,0.1157561,-0.12420226,-0.3681809,-0.14795977
cGMP-PKG signaling pathway,-0.16874368,0.090783976,0.1412396,0.051606063,-0.12216266,-0.17048083,0.140261,0.39020595,-0.46623164,-0.010206958,0.5248204,-0.29202095,0.15773521,0.1536884,-0.24949956,0.2997947,-0.15789853,0.12914784,0.27628607,0.4750382,0.22011404,0.29889217,-0.29499432,-0.26863164,0.13908151,-0.16323441,-0.14748305,0.23872171,0.025085103,-0.31245127,0.74721384,0.099935636,-0.0795737,0.21258062,-0.07960524,-0.26291242,0.6492682,-0.21333116,0.44462973,0.09515743,-0.10764154,-0.19562611,-0.063302055,0.027930845,-0.4051579,0.13757534,0.3724626,0.17811984,-0.15720634,0.4084948,0.72717553,0.012804998,0.4877334,0.09568096,0.22821313,-0.2920843,0.1895944,-0.6561644,0.022116132,0.070697315,0.11488553,-0.093260154,-0.2949156,-0.12648709
African trypanosomiasis,0.30577534,-0.9983367,0.45290324,0.36369115,-0.15225607,0.34934536,-0.081147075,0.06966899,-0.5664953,-0.06714438,-0.14334498,-0.3246812,-1.0432718,0.27829745,0.19342598,0.13483371,-0.4996962,-0.10428402,-0.061369352,0.12330393,0.24005908,0.47974384,0.6360447,-0.26426798,0.106784865,-0.007900781,-0.501357,-0.46351108,-0.07114689,-0.37602416,0.30752006,-0.43117282,0.14565402,0.3334118,-0.28258008,-0.20433445,-0.07186247,-0.3138061,-0.1565077,0.09678972,-0.11410009,-0.071373455,0.23317541,-0.20097698,0.34099922,-0.26234788,-0.33672556,-0.14953949,0.12165202,0.15086587,0.15933202,-0.22945277,0.2732272,0.049232136,-0.4605788,0.3566497,0.053686544,-0.17062822,0.18956661,0.01642927,0.08195413,-0.49234948,0.38968235,0.19680344
Cell adhesion molecules,0.2206067,-0.69116294,0.086406566,0.20364474,-0.06480915,-0.06973373,-0.24640039,-0.2974098,-0.5029559,0.00797913,-0.2721157,-0.33785018,-0.5431046,0.1847495,0.09649525,0.14834446,-0.3654481,-0.09641539,0.085112475,0.035195928,0.18239526,0.51021886,0.4462924,-0.54662806,0.32777533,0.058162075,-0.22305603,-0.2841171,-0.27035505,-0.64791685,-0.120242625,-0.13932298,0.22496994,0.32668966,-0.50011253,0.13929375,0.27569595,-0.09317767,-0.08356457,0.20420769,-0.26409727,0.06704002,0.053343035,-0.24375351,0.055128504,-0.19861962,-0.0027018995,-0.2291712,-0.14164409,0.2425488,0.12575026,0.2097994,0.19161902,0.057806857,-0.2298116,0.18699132,0.20694885,0.01105554,0.106014565,0.10755141,-0.356115,-0.36426598,0.5272089,0.22346151
Coronavirus disease,0.20258337,-0.81475586,0.28310257,0.451237,-0.08249889,0.60622966,-0.32230496,-0.04568964,-0.68582416,0.29117036,-0.24029112,-0.25325477,-0.56055707,0.13423671,-0.012484041,0.21001796,-0.37991565,-0.09136258,0.1720268,0.13694929,0.10237997,1.005238,0.40548873,-0.18223102,0.04632212,-0.27256358,-0.13020606,0.27915862,0.020258367,-0.44953966,0.13204502,-0.52490765,-0.20522164,0.4717973,-0.36640516,0.06787436,0.13715251,-0.112267256,-0.0028574993,0.25043604,0.1231481,-0.108738214,0.4395046,-0.46198052,0.5020736,-0.24004455,-0.31583795,0.03175683,-0.1766653,0.31388962,0.10109223,-0.1942348,0.22585659,-0.4395517,-0.16268903,0.23929727,0.13925989,0.14611492,0.4020689,0.05823832,-0.16397768,-0.029579902,0.5801102,0.23863083
Cytokine-cytokine receptor interaction,0.2641477,-0.73018366,0.25080454,0.32733363,-0.071335174,0.25519466,-0.38055778,-0.233687,-0.65159243,0.017688083,-0.13725534,-0.36896104,-0.6806694,0.16397856,-0.05372048,0.22937602,-0.40131405,-0.16467236,-0.112323016,-0.002142124,0.12634167,0.70512414,0.43273905,-0.5045269,0.036541753,0.10183545,-0.34247577,-0.13615441,-0.19505298,-0.5375003,-0.10830309,-0.17926258,0.06659029,0.2075459,-0.42411402,0.2573915,0.116107695,-0.013324267,-0.09622687,0.05749451,-0.19195038,0.22561102,0.14124854,-0.23791313,0.22845282,-0.122325785,-0.12107444,0.06765417,-0.020793999,0.2111051,0.13002342,0.07617541,0.20974925,-0.099090286,-0.24457222,0.21110725,0.10577341,-0.1925761,0.05474654,-0.032484073,-0.22535934,-0.28409305,0.54758763,0.40890276
Malaria,0.19255686,-0.78585744,0.3562184,0.46594313,-0.10037349,0.03645206,-0.03759544,-0.19210514,-0.50360763,-0.1103647,-0.12991445,-0.2882628,-0.8825115,0.3425897,0.11051172,0.14803521,-0.36729062,0.027196793,0.30739042,-0.052521087,0.029557128,0.41886136,0.40115345,-0.22297896,0.29807395,0.06330521,-0.31234387,0.07796236,-0.2687642,-0.49761677,-0.0018321319,-0.52655035,0.20033114,0.3454692,-0.11362045,-0.050562836,0.20614567,-0.44087994,-0.30196962,0.13242675,-0.220352,0.056068663,-0.15822814,-0.20844674,0.20078345,-0.35928044,-0.0991497,-0.22396277,0.009266393,0.35670602,0.17421491,0.15516302,0.58165085,-0.1599792,-0.49165523,0.17522943,0.13032489,-0.116215445,-0.05836971,-0.2030569,-0.42227143,-0.44099846,0.6537949,0.046705104
Pertussis,0.11101549,-0.8798914,0.2760215,0.03229342,-0.12300336,0.39550605,-0.28582713,-0.14724979,-0.585306,0.033244878,-0.011454022,-0.3304714,-0.7280173,0.29888377,-0.04662976,0.1578219,-0.51860285,-0.23463587,0.038071886,-0.0361144,0.036433555,0.68162507,0.5519894,-0.46903533,0.02650688,-0.23644242,-0.19410503,0.13423516,-0.079343826,-0.45889893,0.18320471,-0.41674468,-0.005717809,0.25612858,-0.36317036,0.008648886,0.38327435,-0.087783046,0.0017839122,0.21183154,-0.20891134,-0.03993102,0.29171842,-0.32222417,0.4982836,-0.054974705,-0.28853288,-0.026272897,0.06803574,0.008673975,0.30779266,-0.1595122,0.3054253,-0.021183763,-0.2582186,0.6353184,0.10789294,0.07976991,0.37138605,0.08624116,-0.12585858,0.04590792,0.5204426,0.26570967
Rheumatoid arthritis,0.47689122,-0.90480715,0.18107155,0.22541499,-0.17610586,0.20934637,-0.26493067,-0.25330603,-0.54690766,-0.0042070346,-0.11002476,-0.3145842,-0.6011562,0.099236004,-0.13178562,0.10792744,-0.33106452,-0.16253716,0.07799985,0.15280046,0.20953436,0.77399683,0.41720608,-0.40274522,0.17571665,0.06464146,-0.32191902,-0.12997568,-0.13867578,-0.4001344,-0.069318086,-0.1641253,-0.013935994,0.32929417,-0.3182246,0.26017922,0.10155535,-0.15702556,-0.11581169,0.15085465,-0.15174296,0.1738426,0.1717458,-0.26872167,0.13905232,-0.13488227,0.020807592,-0.24492517,-0.058289643,0.30650696,0.105954416,-0.07954064,0.23003224,-0.005519453,-0.1517342,0.29038632,0.14056067,-0.056127716,-0.08335417,0.15301436,-0.29028714,-0.22336182,0.6447183,0.28659558
Staphylococcus aureus infection,0.3361645,-0.9002796,0.2442897,0.21060877,-0.14298625,0.3231275,-0.10946171,-0.09757596,-0.561858,-0.068406716,-0.27537423,-0.3475344,-0.5148158,0.178583,0.09459205,0.09633758,-0.40640706,-0.15117691,-0.007683455,0.065333396,0.050700836,0.9120378,0.47133115,-0.54241735,0.39379656,0.06244646,-0.33427,-0.12054738,-0.037865683,-0.2870922,-0.023991602,-0.08160355,0.16079862,0.3704426,-0.47610655,0.11733569,0.1702037,-0.12123914,-0.0576048,0.30894166,-0.16823383,0.20054929,0.063913085,-0.2714068,0.14710839,-0.010351387,-0.041390546,-0.37406135,0.03738407,0.28784478,0.15485008,0.11616164,0.08851716,-0.1265778,-0.272973,0.24545063,0.25486046,-0.020681359,-0.03819063,0.0818288,-0.099981,-0.37445682,0.5487855,0.36104286
Alcoholism,0.39703408,-0.122731276,-0.4175964,0.45855257,0.79553825,-0.15686443,-0.28171784,0.5194033,-1.0511256,-0.89438254,1.268474,-0.5219977,-0.44440562,-0.102943994,0.4306774,0.27630654,0.2902824,-0.39599824,0.49426472,0.6609235,-0.015647044,1.5609667,0.88966984,-0.18853192,-0.20103826,0.2552207,-0.06657989,-0.24784416,0.5710816,-1.2044711,-0.1466791,-0.16261564,0.62888056,0.38103023,-0.71846336,-0.5589286,0.8160855,0.01931034,-0.07246353,-0.14934568,0.32522815,0.5742975,0.7789569,-0.4450192,0.39461085,-0.2953002,-0.16631255,0.14103743,1.0744542,1.0078102,0.32515636,0.6675286,0.38345203,0.5080661,0.33899724,-0.46679363,0.20127663,-0.34187,0.3264428,0.114493005,0.2131661,0.37999964,0.20967342,-0.5354926
Neutrophil extracellular trap formation,0.3260895,-0.15649797,-0.41360003,0.3386566,0.70654744,-0.116042234,-0.19627167,0.36348212,-0.98349303,-0.8113757,1.2171842,-0.56096494,-0.44795257,-0.16695976,0.18851535,0.3193583,0.2918295,-0.43125817,0.25882462,0.7745941,-0.076257594,1.5590998,0.92851275,-0.06086648,-0.22777313,0.45039436,-0.1768428,-0.26810786,0.71105915,-1.3825248,-0.25026914,-0.18496422,0.71184087,0.3777304,-0.88786876,-0.59480155,0.9169292,0.25067645,0.12000943,-0.0534415,0.44084582,0.50781083,0.7299018,-0.40121,0.46613884,-0.16327678,-0.13149971,0.07425797,1.0605261,1.007336,0.40444592,0.6355768,0.3999438,0.35203466,0.30087355,-0.45693973,0.14320308,-0.19144602,0.31781226,0.027046144,0.17235044,0.3233102,0.17730118,-0.6701006
Systemic lupus erythematosus,0.24750425,-0.161099,-0.22665444,0.36999902,0.8380892,-0.2190194,-0.062610745,0.59079355,-1.0802002,-0.71217084,1.2714291,-0.69791585,-0.42674708,-0.20023775,0.40918157,0.2745131,0.388298,-0.4973789,0.51915246,0.7325636,0.14240026,1.4558743,0.9517537,-0.12029397,-0.11567254,0.40467772,0.044999175,-0.12925749,0.60859734,-1.2026273,-0.16431104,-0.21805763,0.6822996,0.46218127,-0.8938918,-0.5422454,0.8401574,0.19287801,-0.0063557415,-0.20802027,0.37825224,0.50734097,0.69710356,-0.40374717,0.4320872,-0.15455428,-0.13828072,0.16369817,1.0043789,0.9508706,0.24138847,0.7150652,0.5154904,0.4756155,0.26408333,-0.3806592,0.25906646,-0.20075603,0.24877745,0.014602441,0.16463502,0.34711182,0.27674946,-0.5905305
Circadian entrainment,0.0025091239,0.22071521,0.002746995,0.19307916,-0.04425204,-0.036369372,0.12381183,0.3918622,-0.40499914,0.1152147,0.45335135,-0.33341601,-0.105029896,0.08346509,-0.2716212,0.13772023,0.019019391,0.15543596,0.41884604,0.55922914,0.42997903,0.5202412,-0.21161395,-0.26020285,0.03001044,0.22279203,-0.39521164,0.13764341,0.13994002,-0.2865303,0.3542232,-0.023955137,-0.02437677,0.14279003,-0.33868134,-0.187104,0.7324516,-0.107603125,0.7157296,0.38663396,-0.22954755,-0.31298375,0.21585938,0.19439685,0.06993386,0.23118006,0.2830386,0.1598553,-0.32911983,0.06402328,0.79243565,-0.37237516,0.28143424,-0.0015463814,0.36264023,-0.52125806,0.053563695,-0.68002236,0.0030561555,-0.048482265,0.41675517,-0.3168869,-0.32333973,-0.03253591
Cortisol synthesis and secretion,-0.06671546,-0.062122073,0.16607293,0.15831032,-0.07973459,-0.18469419,0.19514614,0.41479412,-0.6528289,-0.03939211,0.4256793,-0.29474467,-0.0041956045,-0.04267003,-0.11944545,0.09144754,-0.0015357136,0.105951466,0.51349413,0.7281775,0.33366123,0.4475986,-0.47514328,-0.3405394,0.1385775,0.25407305,-0.21596412,0.3412574,0.22722025,-0.15110375,0.22021298,0.25030175,0.11822957,-0.037711397,-0.21949597,0.04902913,0.7425261,-0.015011718,0.69187784,0.36749488,-0.23827401,-0.18875298,0.18941572,0.31601703,0.025429914,0.07723881,0.37020087,-0.008017281,0.007933222,0.14040855,0.7340657,-0.04889994,0.27171865,-0.02153114,0.44494548,-0.16915978,0.37187606,-0.4787964,-0.018765602,-0.0057809423,0.47631124,-0.18102051,-0.36503917,-0.0041041025
Dopaminergic synapse,-0.2519396,-0.018249307,0.10066041,0.2675622,-0.19620697,-0.080976106,-0.016477408,0.7862993,-0.43429422,0.15762065,0.59182733,-0.45072153,-0.16673878,0.10681664,-0.21993627,0.23765181,-0.015582373,0.13176845,0.14800839,0.5138124,0.45969465,0.5892934,-0.12818338,-0.24435163,-0.022163957,0.39335096,-0.30467743,0.06364811,0.24283963,-0.32273757,0.3534989,-0.029882506,-0.23443262,-0.23399675,-0.23263058,-0.24377495,0.50804156,-0.2315178,0.71966034,0.35903046,-0.24661334,-0.2992859,0.1415921,0.25170332,-0.13400951,0.18155542,0.2080695,0.12686355,-0.21671832,0.2143061,0.63488287,-0.34064338,0.3444468,0.16395089,0.50207,-0.25527865,0.19658674,-0.5083769,0.19933201,-0.08757181,0.47557557,-0.24312986,-0.70148236,0.13743651
Endocrine and other factor-regulated calcium reabsorption,-0.10419772,0.015161338,0.111079924,0.30270025,-0.063981906,-0.28326064,0.17683604,0.4529576,-0.37533137,-0.07757438,0.42559883,-0.38591436,0.1435201,0.0776485,-0.49695894,0.333275,-0.09053278,-0.02696706,0.3461995,0.4626665,0.31011325,0.44793028,-0.64457065,-0.42840958,0.2594129,-0.17522632,-0.003880974,0.05656497,0.02096307,-0.19307153,0.69773155,0.2791374,0.2758507,0.11058462,0.019882435,-0.11222663,0.381177,0.021387696,0.59573966,0.2845361,-0.033713143,-0.18471406,0.3345921,0.28981948,-0.046745677,0.12383628,0.19195487,0.14416547,-0.17082787,0.42947245,0.5911709,-0.30969006,0.46394715,-0.08295404,0.37803704,-0.33266208,0.49653277,-0.5182059,-0.06887051,0.10603375,0.15256259,-0.12522961,-0.25468013,-0.19606489
Gastric acid secretion,-0.19778515,0.16479555,-0.06637794,0.23475337,0.09223542,0.008941341,0.026290081,0.46486855,-0.34250858,-0.170569,0.7591315,-0.2864609,-0.06659286,-0.022357859,-0.5457666,0.2338934,-0.35193828,0.1544,0.47393912,0.32496518,0.70302886,0.4237283,-0.22660731,-0.36133462,0.22080788,0.15856735,-0.2556402,0.14074567,0.013622413,-0.13780959,0.09125111,0.22645465,-0.23350622,0.31690338,-0.2644062,-0.08122504,0.78438866,-0.10402509,0.5179055,0.16979341,0.14537556,-0.21710505,0.25951314,-0.029402757,-0.021571098,0.148448,0.16778244,0.26791888,-0.27182782,0.18342987,0.57994413,-0.48437557,0.5889958,-0.16171819,0.36675948,-0.121521205,0.030785961,-0.90222335,0.22760752,0.25871938,0.42650723,-0.036233902,-0.33859488,-0.3279224
Glutamatergic synapse,0.12002839,0.24611853,-0.061080143,0.4686827,0.12701024,0.0377581,0.24082349,0.35248607,-0.65835994,-0.11193257,0.5203228,-0.21271922,0.12016272,0.16399145,-0.10034887,0.3327925,-0.10400679,0.002445353,0.011763663,0.6090761,0.28385463,0.6039732,-0.28148082,-0.21033351,0.11774246,0.22568668,-0.31794903,0.1868148,0.303141,-0.17157917,0.13409325,-0.1357072,-0.15240537,0.028590187,-0.3653211,-0.104888886,0.8054562,-0.16056743,0.85450363,0.16029161,-0.09436524,-0.13593942,0.28726244,0.023482414,-0.19915934,0.04242598,0.2585854,0.18534526,-0.38700935,0.09957164,0.8917631,-0.22620143,0.10211957,0.025375152,0.4240643,-0.36917984,0.11296286,-0.73914135,-0.11026361,-0.27058938,0.23164952,-0.3025956,-0.47977668,0.078317545
GnRH secretion,-0.0029440627,0.25695324,0.07049672,0.28435665,-0.0316951,-0.3352079,0.31132764,0.42605826,-0.53862166,0.037774745,0.5669722,-0.30385658,-0.11161868,0.08567842,-0.12667352,0.084272765,-0.118359536,-0.04644982,0.3804166,0.64828986,0.30704868,0.49441847,-0.37113327,-0.36018708,0.0998668,0.31236774,-0.5128322,0.059156034,0.11731457,-0.20966996,0.2355269,-0.039424714,0.037583414,0.13845462,-0.35337794,-0.3035154,0.8729691,-0.07437097,0.6764467,0.13147695,-0.022962188,-0.16914375,0.13398615,0.23258956,0.12275037,0.19492683,0.28559658,0.21838179,-0.35489002,0.2661131,0.5688652,-0.38539314,0.38014448,0.07323719,0.38687146,-0.30265504,0.11917854,-0.5812937,0.08637023,-0.049667366,0.38387078,-0.31565005,-0.5488012,0.06874469
"Growth hormone synthesis, secretion and action",-0.11882958,-0.014752498,0.42993203,0.3030371,-0.21014018,-0.23834701,0.14673269,0.5602974,-0.6063856,-0.18152608,0.51493144,-0.12148058,0.145504,-0.012278204,-0.2324943,0.3512991,-0.13659135,-0.04825766,0.44696736,0.6291492,0.41392237,0.28170383,-0.16425073,0.010184402,0.23041058,-0.04010281,-0.30076343,-0.30561066,0.04711379,-0.23878449,0.63083655,0.35526392,-0.085873686,0.34479892,-0.40039185,0.10727781,0.36695164,0.16611017,0.6939308,0.3298495,0.100797035,-0.09654149,0.17466955,0.28805912,-0.021740705,0.2934641,0.41005623,0.14353824,0.18848985,0.18101788,0.7320256,-0.4071759,0.23743714,-0.06366087,0.18657017,-0.5889963,0.35524982,-0.19419774,0.014633089,0.10836108,0.12103083,-0.013425364,-0.36328852,0.04103261
Inflammatory mediator regulation of TRP channels,-0.2460401,0.037831716,-0.11153439,0.34666294,0.1242977,-0.30520266,-0.16651845,0.37897173,-0.5762197,-0.31518853,0.3541937,-0.20530647,0.31328383,-0.227314,-0.64636755,0.18411624,-0.081517644,0.083141774,0.42858392,0.27716318,0.469058,0.49609146,-0.32560763,-0.44317365,-0.003226036,0.26552555,-0.16609086,0.015678573,0.1647171,-0.18734518,0.28029475,-0.07983907,-0.12055029,0.29797003,-0.48401922,-0.04920151,0.9090801,-0.17709753,0.52661914,0.5384483,-0.14440863,-0.0835615,0.19735079,-0.006235931,-0.16547428,0.21718486,0.36454582,0.20505643,-0.35169718,0.282278,0.45933574,-0.56111395,0.32097924,-0.17246161,0.28105712,-0.18863498,-0.07723253,-0.8855442,0.051417314,0.16963927,0.3730902,0.13756134,-0.53075916,-0.18911384
Long-term potentiation,-0.085975245,0.12087005,0.13481942,0.29794428,-0.16231515,0.20399603,0.046843454,0.34018847,-0.75349903,-0.014469421,0.43305475,-0.40200993,-0.31669044,-0.168288,-0.29920992,0.3261072,0.14658262,-0.05028677,0.25557733,0.46248925,0.40680385,0.55773,-0.1358973,-0.22019987,-0.0069383034,0.10737048,-0.20235494,0.011423305,-0.03766507,0.02996646,0.26032954,-0.041402023,0.05195135,-0.12600149,-0.25453618,-0.23424442,0.60782784,-0.18866003,0.8266969,0.3155884,0.04063752,-0.5352263,0.10152886,0.21427785,-0.11574195,0.1818079,0.2459939,0.12203368,-0.37763095,0.13665935,0.6566697,-0.3318596,0.47807038,-0.17270614,0.16267534,-0.45323148,-0.044813734,-0.90298533,0.09629833,-0.12052459,0.41400838,-0.41614464,-0.7312349,-0.065745704
Serotonergic synapse,0.12652686,0.06665813,-0.06987582,0.15426175,0.13145904,-0.25010288,0.06595945,0.35393235,-0.4187892,0.07461463,0.5503108,-0.4965258,-0.196668,0.0279565,-0.27033252,0.24880725,0.0028812075,-0.010965183,0.33504188,0.5760655,0.40568277,0.40606475,-0.42728552,-0.16162732,0.01522491,0.16116719,-0.29727718,0.10380089,-0.011830176,-0.27408606,0.3397294,-0.070482425,0.009588814,-0.09880077,-0.22620666,-0.15304391,0.7828202,-0.0792763,0.6642633,0.14296399,-0.1035968,-0.34466878,0.16598791,0.169391,0.04327698,0.31616148,0.20683235,0.07160289,-0.34177232,0.21825087,0.8014164,-0.21391366,0.17244928,0.03310884,0.47312444,-0.39664972,0.22846876,-0.68659925,0.050314616,0.0592535,0.23926198,-0.19144736,-0.44598,-0.12870063
Thyroid hormone synthesis,-0.08135353,0.16406925,0.30577478,0.18693046,-0.07861756,-0.46183294,0.17911075,0.2542031,-0.25421837,-0.038179796,0.5500175,-0.52848834,0.019249702,-0.09997867,-0.26413044,0.45815325,-0.17933013,-0.079572566,0.32325545,0.6970447,0.31640118,0.30907437,-0.39412433,-0.28178456,0.18086976,0.023245038,-0.2072448,0.14325902,-0.038280003,-0.23321405,0.64583755,0.13290393,-0.24773678,0.23176351,-0.23976654,-0.1432908,0.5462589,-0.217163,0.7477311,0.20429207,-0.12078871,-0.23853049,0.10650166,0.08391421,0.15077014,0.25563785,0.11768368,-0.042230543,-0.2836068,0.3838514,0.681836,-0.36789685,0.4601407,-0.11803311,0.30383176,-0.3207151,0.41230506,-0.35995772,-0.5131633,-0.10605482,0.262916,-0.3438217,-0.21225391,-0.31155205
Allograft rejection,0.42419246,-0.7867913,0.17335047,0.22462937,-0.0270592,0.07023735,-0.35189125,-0.15052667,-0.43009824,-0.15795782,-0.25128698,-0.41523218,-0.62071925,0.20950896,-0.056880042,0.3018289,-0.2721827,-0.0943056,-0.118723705,0.20302364,0.27157474,0.6599011,0.48948234,-0.44321364,0.15302753,0.099828534,-0.20450911,-0.23253009,-0.038867317,-0.45284685,-0.33628693,-0.17568316,0.14941221,0.15736543,-0.3332233,0.25985372,0.13774599,-0.057245955,-0.15608001,0.10679929,-0.30581215,0.06394117,0.26097694,-0.3031064,0.09497852,0.047788274,0.057127398,-0.353358,-0.16541164,0.5363014,0.11036356,0.09135578,0.33608738,0.008451507,-0.10168171,0.27157432,0.26926386,-0.112375714,-0.122899346,0.04861909,-0.2860816,-0.22717291,0.46247673,0.34196648
Antigen processing and presentation,0.29209226,-0.6400325,0.1417259,0.27968153,-0.07748633,0.17988786,-0.34833932,-0.15352364,-0.53101206,-0.107714556,-0.20034592,-0.52677214,-0.7036333,0.13973059,-0.04384849,0.41542092,-0.27872324,-0.19699693,-0.032511838,0.048344556,0.40880808,0.62473017,0.6354469,-0.45358342,0.077572964,0.05847609,-0.33679226,-0.28165677,0.013267635,-0.50432277,-0.34277973,-0.102686875,0.27813122,0.20529072,-0.33722222,0.3355373,0.1064828,-0.02064999,-0.09407256,0.06620384,-0.3622953,0.17750725,0.25544217,-0.2187108,0.099803984,0.14642443,-0.03475791,-0.3413903,-0.25830403,0.39713022,0.07738186,0.122433804,0.15782277,-0.036237452,-0.2128838,0.28133535,0.10254424,-0.15340716,0.04060216,0.03476157,-0.29852122,-0.22772196,0.48540765,0.21329348
Asthma,0.4292878,-0.71772456,0.064323775,0.0017932159,-0.16831602,0.11740982,-0.2509063,0.00394977,-0.54834026,0.05296855,-0.12705514,-0.53644526,-0.43003577,0.24211617,0.13773134,0.23947324,-0.3825845,-0.12466524,-0.041074865,-0.0013612192,0.23040839,0.6352117,0.62521434,-0.54138476,0.26490948,0.18600713,-0.45304963,-0.3118304,-0.20776461,-0.56117696,-0.15505628,-0.16192418,0.2526753,0.39474726,-0.40410474,0.20928927,0.21466708,-0.15193996,-0.22370604,0.06217486,-0.34784132,0.17226619,0.07567429,-0.2571267,0.021447478,-0.025332555,0.07796426,-0.22719754,-0.16618097,0.4695863,-0.07095619,0.0970256,0.15765513,-0.07929404,0.01746161,0.26794815,0.205685,-0.16163056,-0.06630455,0.024727961,-0.30289564,-0.24912114,0.45450354,0.22134896
Autoimmune thyroid disease,0.34700298,-0.6583083,0.2580841,0.17818223,-0.0861023,0.06983084,-0.31176552,-0.09201441,-0.46944997,-0.024446636,-0.21245174,-0.48809013,-0.57177776,0.26128203,-0.047164563,0.31367916,-0.29707697,-0.1826089,-0.069189966,0.045479335,0.28250274,0.66092896,0.43531492,-0.4939853,0.16692175,0.18751256,-0.44693598,-0.24638736,-0.08700623,-0.47233945,-0.26229236,-0.1882931,0.24892713,0.2582446,-0.47287226,0.2806592,0.0803342,0.01440466,-0.0701639,0.104932,-0.33581978,0.086398624,0.14856924,-0.33911067,0.2712877,-0.036605127,0.007628125,-0.35768926,-0.13499184,0.32735473,0.07631522,0.13376406,0.15524504,-0.070412844,-0.06924076,0.13348687,0.1924645,-0.04402744,0.012662771,0.17493723,-0.29048333,-0.32292527,0.46371365,0.20693134
Chemokine signaling pathway,0.21714519,-0.8517262,0.2941637,0.16545312,-0.24808367,0.23336917,-0.0667303,-0.1859177,-0.588909,0.0062412117,-0.05232866,-0.49718758,-0.65389335,0.38886127,-0.027920833,0.21916778,-0.33490428,-0.37382948,-0.03727948,0.087497495,0.25198132,0.3517803,0.51531,-0.56059086,0.17929198,0.17816086,-0.22265552,0.0736364,0.10520935,-0.49779573,-0.034544103,-0.1757474,0.117670305,0.25032002,-0.38171092,0.18268609,0.1377686,0.084904395,-0.15555602,-0.11991033,0.1935769,0.2788267,0.16420837,-0.21306765,0.25016078,0.0201398,-0.012039072,-0.29032266,-0.1961652,0.29020372,0.103331186,-0.05138498,0.13242364,-0.07056283,0.07744894,0.29065117,0.1584123,0.014620739,0.06308034,0.2055079,-0.52928555,-0.15391186,0.44933197,0.30609903
Cytosolic DNA-sensing pathway,0.3769987,-0.862365,0.13262999,0.09965215,-0.09641742,0.16409066,-0.41227365,-0.21240287,-0.4629846,-0.22730803,-0.19670245,-0.5542245,-0.65547323,0.17792249,-0.3822338,0.17103644,-0.26601407,-0.09175872,0.13342993,0.01657257,0.25819096,1.0432205,0.5968101,-0.768096,-0.06328365,0.08868842,-0.2587853,-0.38470888,0.1941329,-0.50797033,-0.098669,-0.28930008,0.20673947,-0.04622756,-0.109659836,-0.13789615,0.086845875,0.1781094,-0.08908423,0.022077002,-0.40700337,0.16350345,0.12708285,-0.1366725,0.23627742,0.051775508,0.21461204,-0.11370432,-0.25989062,0.016042037,0.055166,-0.096713796,0.2904976,-0.3130045,-0.06292641,-0.02651737,0.18540233,-0.11536368,-0.22381254,0.21739843,-0.29062498,-0.037912875,0.75157225,0.3661076
Epstein-Barr virus infection,0.45477712,-0.7271259,0.045605153,0.36073324,0.06321264,0.323456,-0.30275363,0.016755683,-0.45330575,0.18376756,-0.20611168,-0.390141,-0.68192416,-0.14683087,-0.15042436,0.21438202,-0.27862972,-0.27899966,0.032660704,0.22629237,0.3738668,0.7851664,0.43061382,-0.47842324,0.29561046,0.08830659,-0.10396358,-0.08290375,0.12763529,-0.5956872,-0.109675325,-0.2511488,0.1645271,0.15162808,-0.5237029,0.17389292,0.12159867,0.1062459,-0.37099177,-0.2640426,-0.27025542,-0.06470052,0.18968856,-0.35322163,0.3169882,0.21635967,-0.044188425,-0.16267681,-0.23151451,0.17287645,0.047684956,0.09644788,0.37799785,-0.21138987,-0.041620627,0.02031351,0.09219671,0.1232428,-0.18113455,0.33153337,-0.35947624,-0.300594,0.4282345,0.54968554
